twitter code,Party ID,chamber,nominate_dim1,Names altered,Name chronological,delegate,serving at time of tweet,independent,president,Personal Twitter_binary,CongressionalTwitter_binary,PressOfficeTwitter_binary,Campaign Twitter_binary,RetiredTwitter_binary,original codes
McCaulforTexas,R,House,0.422,"['mccaul', 'michael']",Michael Mccaul,False,True,False,False,False,False,False,True,False,False
RepLisaMcClain,R,House,0.554,"['mcclain', 'lisa']",Lisa Mcclain,False,True,False,False,False,True,False,False,False,True
LisaForCongress,R,House,0.554,"['mcclain', 'lisa']",Lisa Mcclain,False,True,False,False,True,False,False,False,False,False
RepMcClintock,R,House,0.687,"['mcclintock', 'tom']",Tom Mcclintock,False,True,False,False,False,True,False,False,False,True
tommcclintock,R,House,0.687,"['mcclintock', 'tom']",Tom Mcclintock,False,True,False,False,True,False,False,False,False,False
BettyMcCollum04,D,House,-0.417,"['mccollum', 'betty']",Betty Mccollum,False,True,False,False,False,True,False,False,False,True
VoteBetty,D,House,-0.417,"['mccollum', 'betty']",Betty Mccollum,False,True,False,False,False,False,False,True,False,False
RepMcGovern,D,House,-0.538,"['mcgovern', 'james']",James Mcgovern,False,True,False,False,False,True,False,False,False,True
McGovernMA,D,House,-0.538,"['mcgovern', 'james']",James Mcgovern,False,True,False,False,True,False,False,False,False,False
PatrickMcHenry,R,House,0.532,"['mchenry', 'patrick']",Patrick Mchenry,False,True,False,False,False,True,False,False,False,True
McHenryCampaign,R,House,0.532,"['mchenry', 'patrick']",Patrick Mchenry,False,True,False,False,False,False,False,True,False,False
RepMcKinley,R,House,0.3,"['mckinley', 'david']",David Mckinley,False,True,False,False,False,True,False,False,False,True
RepMcNerney,D,House,-0.263,"['mcnerney', 'jerry']",Jerry Mcnerney,False,True,False,False,False,True,False,False,False,True
jerrymcnerney,D,House,-0.263,"['mcnerney', 'jerry']",Jerry Mcnerney,False,True,False,False,True,False,False,False,False,False
RepGregoryMeeks,D,House,-0.415,"['meeks', 'gregory']",Gregory Meeks,False,True,False,False,False,True,False,False,False,True
GregMeeksNYC,D,House,-0.415,"['meeks', 'gregory']",Gregory Meeks,False,True,False,False,True,False,False,False,False,False
RepMeijer,R,House,0.245,"['meijer', 'peter']",Peter Meijer,False,True,False,False,False,True,False,False,False,True
VoteMeijer,R,House,0.245,"['meijer', 'peter']",Peter Meijer,False,True,False,False,True,False,False,False,False,False
RepGraceMeng,D,House,-0.379,"['meng', 'grace']",Grace Meng,False,True,False,False,False,True,False,False,False,True
Grace4NY,D,House,-0.379,"['meng', 'grace']",Grace Meng,False,True,False,False,True,False,False,False,False,False
RepMeuser,R,House,0.498,"['meuser', 'daniel']",Daniel Meuser,False,True,False,False,False,True,False,False,False,True
Meuser4Congress,R,House,0.498,"['meuser', 'daniel']",Daniel Meuser,False,True,False,False,True,False,False,False,False,False
RepKweisiMfume,D,House,-0.444,"['mfume', 'kweisi']",Kweisi Mfume,False,True,False,False,False,True,False,False,False,True
Mfume4Congress,D,House,-0.444,"['mfume', 'kweisi']",Kweisi Mfume,False,True,False,False,False,False,False,True,False,False
RepMMM,R,House,0.303,"['meeks', 'mariannette', 'miller']",Mariannette Miller-Meeks,False,True,False,False,False,True,False,False,False,True
millermeeks,R,House,0.303,"['meeks', 'mariannette', 'miller']",Mariannette Miller-Meeks,False,True,False,False,True,False,False,False,False,False
RepCarolMiller,R,House,0.488,"['miller', 'carol']",Carol Miller,False,True,False,False,False,True,False,False,False,True
CarolMillerWV,R,House,0.488,"['miller', 'carol']",Carol Miller,False,True,False,False,True,False,False,False,False,False
RepMaryMiller,R,House,0.488,"['miller', 'mary']",Mary Miller,False,True,False,False,False,True,False,False,False,True
Miller_Congress,R,House,0.488,"['miller', 'mary']",Mary Miller,False,True,False,False,True,False,False,False,False,False
RepMoolenaar,R,House,0.445,"['moolenaar', 'john']",John Moolenaar,False,True,False,False,False,True,False,False,False,True
JohnMoolenaar,R,House,0.445,"['moolenaar', 'john']",John Moolenaar,False,True,False,False,False,False,False,True,False,False
RepAlexMooney,R,House,0.555,"['mooney', 'alex']",Alex Mooney,False,True,False,False,False,True,False,False,False,True
MooneyforWV,R,House,0.555,"['mooney', 'alex']",Alex Mooney,False,True,False,False,False,False,False,True,False,False
RepBarryMoore,R,House,0.639,"['moore', 'barry']",Barry Moore,False,True,False,False,False,True,False,False,False,True
RepBlakeMoore,R,House,0.349,"['moore', 'blake']",Blake Moore,False,True,False,False,False,True,False,False,False,True
ElectBlakeMoore,R,House,0.349,"['moore', 'blake']",Blake Moore,False,True,False,False,False,False,False,True,False,False
RepGwenMoore,D,House,-0.525,"['moore', 'gwen']",Gwen Moore,False,True,False,False,False,True,False,False,False,True
Gwen4Congress,D,House,-0.525,"['moore', 'gwen']",Gwen Moore,False,True,False,False,False,False,False,True,False,False
RepJoeMorelle,D,House,-0.334,"['morelle', 'joe']",Joe Morelle,False,True,False,False,False,True,False,False,False,True
votemorelle,D,House,-0.334,"['morelle', 'joe']",Joe Morelle,False,True,False,False,False,False,False,True,False,False
RepMrvan,D,House,-0.314,"['mrvan', 'frank']",Frank Mrvan,False,True,False,False,False,True,False,False,False,True
mrvan4congress,D,House,-0.314,"['mrvan', 'frank']",Frank Mrvan,False,True,False,False,False,False,False,True,False,False
RepMullin,R,House,0.545,"['mullin', 'markwayne']",Markwayne Mullin,False,True,False,False,False,True,False,False,False,True
MarkwayneMullin,R,House,0.545,"['mullin', 'markwayne']",Markwayne Mullin,False,True,False,False,True,False,False,False,False,False
RepGregMurphy,R,House,0.496,"['murphy', 'gregory', 'francis']",Gregory Francis Murphy,False,True,False,False,False,True,False,False,False,True
GregMurphyMD,R,House,0.496,"['murphy', 'gregory', 'francis']",Gregory Francis Murphy,False,True,False,False,True,False,False,False,False,False
RepStephMurphy,D,House,-0.161,"['murphy', 'stephanie']",Stephanie Murphy,False,True,False,False,False,True,False,False,False,True
SMurphyCongress,D,House,-0.161,"['murphy', 'stephanie']",Stephanie Murphy,False,True,False,False,False,False,False,True,False,False
RepJerryNadler,D,House,-0.508,"['nadler', 'jerrold']",Jerrold Nadler,False,True,False,False,False,True,False,False,False,True
JerryNadler,D,House,-0.508,"['nadler', 'jerrold']",Jerrold Nadler,False,True,False,False,True,False,False,False,False,False
gracenapolitano,D,House,-0.448,"['napolitano', 'grace']",Grace Napolitano,False,True,False,False,False,True,False,False,False,True
grace4congress,D,House,-0.448,"['napolitano', 'grace']",Grace Napolitano,False,True,False,False,False,False,False,True,False,False
RepRichardNeal,D,House,-0.417,"['neal', 'richard']",Richard Neal,False,True,False,False,False,True,False,False,False,True
NealForCongress,D,House,-0.417,"['neal', 'richard']",Richard Neal,False,True,False,False,False,False,False,True,False,False
RepJoeNeguse,D,House,-0.384,"['neguse', 'joe']",Joe Neguse,False,True,False,False,False,True,False,False,False,True
JoeNeguse,D,House,-0.384,"['neguse', 'joe']",Joe Neguse,False,True,False,False,True,False,False,False,False,False
RepTroyNehls,R,House,0.634,"['nehls', 'troy']",Troy Nehls,False,True,False,False,False,True,False,False,False,True
SheriffTNehls,R,House,0.634,"['nehls', 'troy']",Troy Nehls,False,True,False,False,True,False,False,False,False,False
RepNewhouse,R,House,0.329,"['newhouse', 'dan']",Dan Newhouse,False,True,False,False,False,True,False,False,False,True
Newhouse4Rep,R,House,0.329,"['newhouse', 'dan']",Dan Newhouse,False,True,False,False,False,False,False,True,False,False
RepMarieNewman,D,House,-0.588,"['newman', 'marie']",Marie Newman,False,True,False,False,False,True,False,False,False,True
Marie4Congress,D,House,-0.588,"['newman', 'marie']",Marie Newman,False,True,False,False,True,False,False,False,False,False
DonaldNorcross,D,House,-0.423,"['norcross', 'donald']",Donald Norcross,False,True,False,False,False,True,False,False,False,True
DonNorcross4NJ,D,House,-0.423,"['norcross', 'donald']",Donald Norcross,False,True,False,False,True,False,False,False,False,False
RepRalphNorman,R,House,0.852,"['norman', 'ralph']",Ralph Norman,False,True,False,False,False,True,False,False,False,True
RalphNorman,R,House,0.852,"['norman', 'ralph']",Ralph Norman,False,True,False,False,True,False,False,False,False,False
RepOHalleran,D,House,-0.198,"['halleran', 'tom', 'o']",Tom O'Halleran,False,True,False,False,False,True,False,False,False,True
TomOHalleran,D,House,-0.198,"['halleran', 'tom', 'o']",Tom O'Halleran,False,True,False,False,True,False,False,False,False,False
JayObernolte,R,House,0.33,"['obernolte', 'jay']",Jay Obernolte,False,True,False,False,False,True,False,False,False,True
TeamObernolte,R,House,0.33,"['obernolte', 'jay']",Jay Obernolte,False,True,False,False,True,False,False,False,False,False
RepAOC,D,House,-0.269,"['cortez', 'alexandria', 'ocasio']",Alexandria Ocasio-Cortez,False,True,False,False,False,True,False,False,False,True
AOC,D,House,-0.269,"['cortez', 'alexandria', 'ocasio']",Alexandria Ocasio-Cortez,False,True,False,False,True,False,False,False,False,False
Ilhan,D,House,-0.301,"['omar', 'ilhan']",Ilhan Omar,False,True,False,False,False,True,False,False,False,True
IlhanMN,D,House,-0.301,"['omar', 'ilhan']",Ilhan Omar,False,True,False,False,True,False,False,False,False,False
RepBurgessOwens,R,House,0.455,"['owens', 'burgess']",Burgess Owens,False,True,False,False,False,True,False,False,False,True
BurgessOwens,R,House,0.455,"['owens', 'burgess']",Burgess Owens,False,True,False,False,True,False,False,False,False,False
CongPalazzo,R,House,0.535,"['palazzo', 'steven']",Steven Palazzo,False,True,False,False,False,True,False,False,False,True
StevenPalazzo,R,House,0.535,"['palazzo', 'steven']",Steven Palazzo,False,True,False,False,True,False,False,False,False,False
FrankPallone,D,House,-0.405,"['pallone', 'frank']",Frank Pallone,False,True,False,False,False,True,False,False,False,True
pallonefornj,D,House,-0.405,"['pallone', 'frank']",Frank Pallone,False,True,False,False,True,False,False,False,False,False
USRepGaryPalmer,R,House,0.677,"['palmer', 'gary']",Gary Palmer,False,True,False,False,False,True,False,False,False,True
Palmer4Alabama,R,House,0.677,"['palmer', 'gary']",Gary Palmer,False,True,False,False,True,False,False,False,False,False
RepJimmyPanetta,D,House,-0.286,"['panetta', 'jimmy']",Jimmy Panetta,False,True,False,False,False,True,False,False,False,True
JimmyPanetta,D,House,-0.286,"['panetta', 'jimmy']",Jimmy Panetta,False,True,False,False,True,False,False,False,False,False
RepChrisPappas,D,House,-0.252,"['pappas', 'chris']",Chris Pappas,False,True,False,False,False,True,False,False,False,True
ChrisPappasNH,D,House,-0.252,"['pappas', 'chris']",Chris Pappas,False,True,False,False,True,False,False,False,False,False
BillPascrell,D,House,-0.368,"['pascrell', 'bill']",Bill Pascrell,False,True,False,False,False,True,False,False,False,True
PascrellforNJ,D,House,-0.368,"['pascrell', 'bill']",Bill Pascrell,False,True,False,False,True,False,False,False,False,False
RepDonaldPayne,D,House,-0.521,"['payne', 'donald']",Donald Payne,False,True,False,False,False,True,False,False,False,True
SpeakerPelosi,D,House,-0.49,"['pelosi', 'nancy']",Nancy Pelosi,False,True,False,False,False,True,False,False,False,True
TeamPelosi,D,House,-0.49,"['pelosi', 'nancy']",Nancy Pelosi,False,True,False,False,False,False,False,True,False,False
RepGregPence,R,House,0.543,"['pence', 'greg']",Greg Pence,False,True,False,False,False,True,False,False,False,True
GregPenceIN,R,House,0.543,"['pence', 'greg']",Greg Pence,False,True,False,False,True,False,False,False,False,False
RepPerlmutter,D,House,-0.282,"['perlmutter', 'ed']",Ed Perlmutter,False,True,False,False,False,True,False,False,False,True
Ed4Colorado,D,House,-0.282,"['perlmutter', 'ed']",Ed Perlmutter,False,True,False,False,True,False,False,False,False,False
RepScottPerry,R,House,0.673,"['perry', 'scott']",Scott Perry,False,True,False,False,False,True,False,False,False,True
PatriotsPerry,R,House,0.673,"['perry', 'scott']",Scott Perry,False,True,False,False,False,False,False,True,False,False
RepScottPeters,D,House,-0.186,"['peters', 'scott']",Scott Peters,False,True,False,False,False,True,False,False,False,True
ScottPetersSD,D,House,-0.186,"['peters', 'scott']",Scott Peters,False,True,False,False,True,False,False,False,False,False
RepPfluger,R,House,0.659,"['pfluger', 'august']",August Pfluger,False,True,False,False,False,True,False,False,False,True
AugustPfluger,R,House,0.659,"['pfluger', 'august']",August Pfluger,False,True,False,False,True,False,False,False,False,False
RepDeanPhillips,D,House,-0.274,"['phillips', 'dean']",Dean Phillips,False,True,False,False,False,True,False,False,False,True
deanbphillips,D,House,-0.274,"['phillips', 'dean']",Dean Phillips,False,True,False,False,True,False,False,False,False,False
chelliepingree,D,House,-0.42,"['pingree', 'chellie']",Chellie Pingree,False,True,False,False,False,True,False,False,False,True
PingreeForME,D,House,-0.42,"['pingree', 'chellie']",Chellie Pingree,False,True,False,False,False,False,False,True,False,False
repmarkpocan,D,House,-0.532,"['pocan', 'mark']",Mark Pocan,False,True,False,False,False,True,False,False,False,True
MarkPocan,D,House,-0.532,"['pocan', 'mark']",Mark Pocan,False,True,False,False,True,False,False,False,False,False
RepKatiePorter,D,House,-0.209,"['porter', 'katie']",Katie Porter,False,True,False,False,False,True,False,False,False,True
katieporteroc,D,House,-0.209,"['porter', 'katie']",Katie Porter,False,True,False,False,True,False,False,False,False,False
congbillposey,R,House,0.526,"['posey', 'bill']",Bill Posey,False,True,False,False,False,True,False,False,False,True
RepPressley,D,House,-0.331,"['pressley', 'ayanna']",Ayanna Pressley,False,True,False,False,False,True,False,False,False,True
AyannaPressley,D,House,-0.331,"['pressley', 'ayanna']",Ayanna Pressley,False,True,False,False,True,False,False,False,False,False
RepDavidEPrice,D,House,-0.343,"['price', 'david']",David Price,False,True,False,False,False,True,False,False,False,True
RepMikeQuigley,D,House,-0.323,"['quigley', 'mike']",Mike Quigley,False,True,False,False,False,True,False,False,False,True
QuigleyCampaign,D,House,-0.323,"['quigley', 'mike']",Mike Quigley,False,True,False,False,False,False,False,True,False,False
RepRaskin,D,House,-0.536,"['raskin', 'jamie']",Jamie Raskin,False,True,False,False,False,True,False,False,False,True
jamie_raskin,D,House,-0.536,"['raskin', 'jamie']",Jamie Raskin,False,True,False,False,False,False,False,True,False,False
GReschenthaler,R,House,0.377,"['reschenthaler', 'guy']",Guy Reschenthaler,False,True,False,False,False,True,False,False,False,True
reschenthaler,R,House,0.377,"['reschenthaler', 'guy']",Guy Reschenthaler,False,True,False,False,True,False,False,False,False,False
RepKathleenRice,D,House,-0.28,"['rice', 'kathleen']",Kathleen Rice,False,True,False,False,False,True,False,False,False,True
KathleenRice,D,House,-0.28,"['rice', 'kathleen']",Kathleen Rice,False,True,False,False,False,False,False,True,False,False
RepTomRice,R,House,0.558,"['rice', 'tom']",Tom Rice,False,True,False,False,False,True,False,False,False,True
TomRiceSC7,R,House,0.558,"['rice', 'tom']",Tom Rice,False,True,False,False,True,False,False,False,False,False
RepHalRogers,R,House,0.338,"['rogers', 'harold']",Harold Rogers,False,True,False,False,False,True,False,False,False,True
HalRogersKY5,R,House,0.338,"['rogers', 'harold']",Harold Rogers,False,True,False,False,False,False,False,True,False,False
RepMikeRogersAL,R,House,0.362,"['rogers', 'mike']",Mike Rogers,False,True,False,False,False,True,False,False,False,True
RepMikeRogers,R,House,0.362,"['rogers', 'mike']",Mike Rogers,False,True,False,False,True,False,False,False,False,False
MikeRogersCamp,R,House,0.362,"['rogers', 'mike']",Mike Rogers,False,True,False,False,False,False,False,True,False,False
RepJohnRose,R,House,0.675,"['rose', 'john']",John Rose,False,True,False,False,False,True,False,False,False,True
JohnRoseforTN,R,House,0.675,"['rose', 'john']",John Rose,False,True,False,False,True,False,False,False,False,False
RepRosendale,R,House,0.751,"['rosendale', 'matthew']",Matthew Rosendale,False,True,False,False,False,True,False,False,False,True
MattForMontana,R,House,0.751,"['rosendale', 'matthew']",Matthew Rosendale,False,True,False,False,True,False,False,False,False,False
RepDeborahRoss,D,House,-0.459,"['ross', 'deborah']",Deborah Ross,False,True,False,False,False,True,False,False,False,True
DeborahRossNC,D,House,-0.459,"['ross', 'deborah']",Deborah Ross,False,True,False,False,True,False,False,False,False,False
RepDavidRouzer,R,House,0.56,"['rouzer', 'david']",David Rouzer,False,True,False,False,False,True,False,False,False,True
DavidRouzer,R,House,0.56,"['rouzer', 'david']",David Rouzer,False,True,False,False,True,False,False,False,False,False
RepRoybalAllard,D,House,-0.469,"['allard', 'lucille', 'roybal']",Lucille Roybal-Allard,False,True,False,False,False,True,False,False,False,True
RepRaulRuizMD,D,House,-0.249,"['ruiz', 'raul']",Raul Ruiz,False,True,False,False,False,True,False,False,False,True
Dr_RaulRuiz,D,House,-0.249,"['ruiz', 'raul']",Raul Ruiz,False,True,False,False,True,False,False,False,False,False
RaulRuizCA36,D,House,-0.249,"['ruiz', 'raul']",Raul Ruiz,False,True,False,False,False,False,False,True,False,False
RepBobbyRush,D,House,-0.479,"['rush', 'bobby']",Bobby Rush,False,True,False,False,False,True,False,False,False,True
bobbyrushfor1st,D,House,-0.479,"['rush', 'bobby']",Bobby Rush,False,True,False,False,True,False,False,False,False,False
RepRutherfordFL,R,House,0.436,"['rutherford', 'john']",John Rutherford,False,True,False,False,False,True,False,False,False,True
JRutherfordFL,R,House,0.436,"['rutherford', 'john']",John Rutherford,False,True,False,False,True,False,False,False,False,False
RepTimRyan,D,House,-0.402,"['ryan', 'tim']",Tim Ryan,False,True,False,False,False,True,False,False,False,True
TimRyan,D,House,-0.402,"['ryan', 'tim']",Tim Ryan,False,True,False,False,True,False,False,False,False,False
RepMariaSalazar,R,House,0.268,"['salazar', 'maria', 'elvira']",Maria Elvira Salazar,False,True,False,False,False,True,False,False,False,True
MaElviraSalazar,R,House,0.268,"['salazar', 'maria', 'elvira']",Maria Elvira Salazar,False,True,False,False,True,False,False,False,False,False
RepLindaSanchez,D,House,-0.508,"['sánchez', 'linda']",Linda Sánchez,False,True,False,False,False,True,False,False,False,True
LindaTSanchez,D,House,-0.508,"['sánchez', 'linda']",Linda Sánchez,False,True,False,False,False,False,False,True,False,False
RepSarbanes,D,House,-0.467,"['sarbanes', 'john']",John Sarbanes,False,True,False,False,False,True,False,False,False,True
JohnSarbanes,D,House,-0.467,"['sarbanes', 'john']",John Sarbanes,False,True,False,False,False,False,False,True,False,False
SteveScalise,R,House,0.557,"['scalise', 'steve']",Steve Scalise,False,True,False,False,False,True,False,False,False,True
SteveScaliseGOP,R,House,0.557,"['scalise', 'steve']",Steve Scalise,False,True,False,False,True,False,False,False,False,False
RepMGS,D,House,-0.447,"['scanlon', 'mary', 'gay']",Mary Gay Scanlon,False,True,False,False,False,True,False,False,False,True
marygayscanlon,D,House,-0.447,"['scanlon', 'mary', 'gay']",Mary Gay Scanlon,False,True,False,False,True,False,False,False,False,False
janschakowsky,D,House,-0.604,"['schakowsky', 'jan']",Jan Schakowsky,False,True,False,False,False,True,False,False,False,True
RepSchakowsky,D,House,-0.604,"['schakowsky', 'jan']",Jan Schakowsky,False,True,False,False,False,False,True,False,False,False
RepAdamSchiff,D,House,-0.35,"['schiff', 'adam']",Adam Schiff,False,True,False,False,False,True,False,False,False,True
AdamSchiff,D,House,-0.35,"['schiff', 'adam']",Adam Schiff,False,True,False,False,True,False,False,False,False,False
RepSchneider,D,House,-0.184,"['schneider', 'bradley']",Bradley Schneider,False,True,False,False,False,True,False,False,False,True
Schneider4IL10,D,House,-0.184,"['schneider', 'bradley']",Bradley Schneider,False,True,False,False,True,False,False,False,False,False
RepSchrader,D,House,-0.182,"['schrader', 'kurt']",Kurt Schrader,False,True,False,False,False,True,False,False,False,True
VoteSchrader,D,House,-0.182,"['schrader', 'kurt']",Kurt Schrader,False,True,False,False,False,False,False,True,False,False
RepKimSchrier,D,House,-0.293,"['schrier', 'kim']",Kim Schrier,False,True,False,False,False,True,False,False,False,True
DrKimSchrier,D,House,-0.293,"['schrier', 'kim']",Kim Schrier,False,True,False,False,True,False,False,False,False,False
RepDavid,R,House,0.572,"['schweikert', 'david']",David Schweikert,False,True,False,False,False,True,False,False,False,True
DavidSchweikert,R,House,0.572,"['schweikert', 'david']",David Schweikert,False,True,False,False,True,False,False,False,False,False
AustinScottGA08,R,House,0.56,"['scott', 'austin']",Austin Scott,False,True,False,False,False,True,False,False,False,True
AustinScott4GA,R,House,0.56,"['scott', 'austin']",Austin Scott,False,True,False,False,True,False,False,False,False,False
repdavidscott,D,House,-0.304,"['scott', 'david']",David Scott,False,True,False,False,False,True,False,False,False,True
Electdavidscott,D,House,-0.304,"['scott', 'david']",David Scott,False,True,False,False,False,False,False,True,False,False
BobbyScott,D,House,-0.45,"['scott', 'robert']",Robert Scott,False,True,False,False,False,True,False,False,False,True
BobbyScott4VA3,D,House,-0.45,"['scott', 'robert']",Robert Scott,False,True,False,False,False,False,False,True,False,False
PeteSessions,R,House,0.592,"['sessions', 'pete']",Pete Sessions,False,True,False,False,False,True,False,False,False,True
SessionsTX17,R,House,0.592,"['sessions', 'pete']",Pete Sessions,False,True,False,False,False,False,False,True,False,False
RepTerriSewell,D,House,-0.396,"['sewell', 'terri']",Terri Sewell,False,True,False,False,False,True,False,False,False,True
Sewell4Congress,D,House,-0.396,"['sewell', 'terri']",Terri Sewell,False,True,False,False,False,False,False,True,False,False
BradSherman,D,House,-0.344,"['sherman', 'brad']",Brad Sherman,False,True,False,False,False,True,False,False,False,True
BradSherman4SFV,D,House,-0.344,"['sherman', 'brad']",Brad Sherman,False,True,False,False,True,False,False,False,False,False
RepSherrill,D,House,-0.215,"['sherrill', 'mikie']",Mikie Sherrill,False,True,False,False,False,True,False,False,False,True
MikieSherrill,D,House,-0.215,"['sherrill', 'mikie']",Mikie Sherrill,False,True,False,False,True,False,False,False,False,False
CongMikeSimpson,R,House,0.301,"['simpson', 'mike']",Mike Simpson,False,True,False,False,False,True,False,False,False,True
MikeSimpson4ID,R,House,0.301,"['simpson', 'mike']",Mike Simpson,False,True,False,False,True,False,False,False,False,False
RepSires,D,House,-0.404,"['sires', 'albio']",Albio Sires,False,True,False,False,False,True,False,False,False,True
AlbioSiresNJ,D,House,-0.404,"['sires', 'albio']",Albio Sires,False,True,False,False,False,False,False,True,False,False
RepAdamSmith,D,House,-0.287,"['smith', 'adam']",Adam Smith,False,True,False,False,False,True,False,False,False,True
electadamsmith,D,House,-0.287,"['smith', 'adam']",Adam Smith,False,True,False,False,False,False,False,True,False,False
RepAdrianSmith,R,House,0.515,"['smith', 'adrian']",Adrian Smith,False,True,False,False,False,True,False,False,False,True
RepJasonSmith,R,House,0.58,"['smith', 'jason']",Jason Smith,False,True,False,False,False,True,False,False,False,True
JasonSmithMO,R,House,0.58,"['smith', 'jason']",Jason Smith,False,True,False,False,True,False,False,False,False,False
RepSmucker,R,House,0.431,"['smucker', 'lloyd']",Lloyd Smucker,False,True,False,False,False,True,False,False,False,True
LloydSmuckerPA,R,House,0.431,"['smucker', 'lloyd']",Lloyd Smucker,False,True,False,False,False,False,False,True,False,False
RepDarrenSoto,D,House,-0.37,"['soto', 'darren']",Darren Soto,False,True,False,False,False,True,False,False,False,True
DarrenSoto,D,House,-0.37,"['soto', 'darren']",Darren Soto,False,True,False,False,True,False,False,False,False,False
RepSpanberger,D,House,-0.175,"['spanberger', 'abigail']",Abigail Spanberger,False,True,False,False,False,True,False,False,False,True
SpanbergerVA07,D,House,-0.175,"['spanberger', 'abigail']",Abigail Spanberger,False,True,False,False,True,False,False,False,False,False
RepSpartz,R,House,0.446,"['spartz', 'victoria']",Victoria Spartz,False,True,False,False,False,True,False,False,False,True
Victoria_Spartz,R,House,0.446,"['spartz', 'victoria']",Victoria Spartz,False,True,False,False,True,False,False,False,False,False
RepSpeier,D,House,-0.381,"['speier', 'jackie']",Jackie Speier,False,True,False,False,False,True,False,False,False,True
JackieSpeier,D,House,-0.381,"['speier', 'jackie']",Jackie Speier,False,True,False,False,True,False,False,False,False,False
Rep_Stansbury,D,House,-0.43,"['stansbury', 'melanie']",Melanie Stansbury,False,True,False,False,False,True,False,False,False,True
MelanieforNM,D,House,-0.43,"['stansbury', 'melanie']",Melanie Stansbury,False,True,False,False,False,False,False,True,False,False
RepGregStanton,D,House,-0.281,"['stanton', 'greg']",Greg Stanton,False,True,False,False,False,True,False,False,False,True
gregstantonaz,D,House,-0.281,"['stanton', 'greg']",Greg Stanton,False,True,False,False,True,False,False,False,False,False
RepPeteStauber,R,House,0.345,"['stauber', 'pete']",Pete Stauber,False,True,False,False,False,True,False,False,False,True
PeteStauber,R,House,0.345,"['stauber', 'pete']",Pete Stauber,False,True,False,False,False,False,False,True,False,False
RepSteel,R,House,0.352,"['steel', 'michelle']",Michelle Steel,False,True,False,False,False,True,False,False,False,True
MichelleSteelCA,R,House,0.352,"['steel', 'michelle']",Michelle Steel,False,True,False,False,True,False,False,False,False,False
RepStefanik,R,House,0.264,"['stefanik', 'elise']",Elise Stefanik,False,True,False,False,False,True,False,False,False,True
EliseStefanik,R,House,0.264,"['stefanik', 'elise']",Elise Stefanik,False,True,False,False,True,False,False,False,False,False
RepBryanSteil,R,House,0.412,"['steil', 'bryan']",Bryan Steil,False,True,False,False,False,True,False,False,False,True
BryanSteil,R,House,0.412,"['steil', 'bryan']",Bryan Steil,False,True,False,False,True,False,False,False,False,False
RepGregSteube,R,House,0.687,"['steube', 'gregory']",Gregory Steube,False,True,False,False,False,True,False,False,False,True
gregsteube,R,House,0.687,"['steube', 'gregory']",Gregory Steube,False,True,False,False,True,False,False,False,False,False
RepHaleyStevens,D,House,-0.382,"['stevens', 'haley']",Haley Stevens,False,True,False,False,False,True,False,False,False,True
HaleyLive,D,House,-0.382,"['stevens', 'haley']",Haley Stevens,False,True,False,False,True,False,False,False,False,False
RepChrisStewart,R,House,0.502,"['stewart', 'chris']",Chris Stewart,False,True,False,False,False,True,False,False,False,True
StewartforUtah,R,House,0.502,"['stewart', 'chris']",Chris Stewart,False,True,False,False,False,False,False,True,False,False
RepStricklandWA,D,House,-0.411,"['strickland', 'marilyn']",Marilyn Strickland,False,True,False,False,False,True,False,False,False,True
StricklandforWA,D,House,-0.411,"['strickland', 'marilyn']",Marilyn Strickland,False,True,False,False,False,False,False,True,False,False
RepTomSuozzi,D,House,-0.219,"['suozzi', 'thomas']",Thomas Suozzi,False,True,False,False,False,True,False,False,False,True
Tom_Suozzi,D,House,-0.219,"['suozzi', 'thomas']",Thomas Suozzi,False,True,False,False,True,False,False,False,False,False
RepSwalwell,D,House,-0.363,"['swalwell', 'eric']",Eric Swalwell,False,True,False,False,False,True,False,False,False,True
ericswalwell,D,House,-0.363,"['swalwell', 'eric']",Eric Swalwell,False,True,False,False,True,False,False,False,False,False
RepMarkTakano,D,House,-0.465,"['takano', 'mark']",Mark Takano,False,True,False,False,False,True,False,False,False,True
MarkTakano,D,House,-0.465,"['takano', 'mark']",Mark Takano,False,True,False,False,True,False,False,False,False,False
RepVanTaylor,R,House,0.581,"['taylor', 'nicholas', 'van', 'campen']",Nicholas van Campen Taylor,False,True,False,False,False,True,False,False,False,True
CongressmanGT,R,House,0.322,"['thompson', 'glenn']",Glenn Thompson,False,True,False,False,False,True,False,False,False,True
GT_TeamGT,R,House,0.322,"['thompson', 'glenn']",Glenn Thompson,False,True,False,False,False,False,False,True,False,False
RepThompson,D,House,-0.393,"['thompson', 'mike']",Mike Thompson,False,True,False,False,False,True,False,False,False,True
Mike_CA05,D,House,-0.393,"['thompson', 'mike']",Mike Thompson,False,True,False,False,True,False,False,False,False,False
RepTiffany,R,House,0.643,"['tiffany', 'thomas']",Thomas Tiffany,False,True,False,False,False,True,False,False,False,True
TomTiffanyWI,R,House,0.643,"['tiffany', 'thomas']",Thomas Tiffany,False,True,False,False,True,False,False,False,False,False
RepTimmons,R,House,0.591,"['timmons', 'william']",William Timmons,False,True,False,False,False,True,False,False,False,True
VoteTimmons,R,House,0.591,"['timmons', 'william']",William Timmons,False,True,False,False,False,False,False,True,False,False
repdinatitus,D,House,-0.301,"['titus', 'dina']",Dina Titus,False,True,False,False,False,True,False,False,False,True
